TF	Ligand(Target)	Receptor	Source
56284	MYBL2	LIFR	IL6ST	CellChat
56285	MYBL2	MIF	CXCR4	CellTalk
56286	MYBL2	MIF	CD44	CellTalk
56287	MYBL2	MIF	EGFR	CellTalk
56288	MYBL2	MIF	CXCR2	CellTalk
56289	MYBL2	MIF	CD74	CellTalk
56290	MYBL2	IL23A	IL12RB1	CellTalk
56291	MYBL2	IL23A	IL12RB2	CellTalk
56292	MYBL2	IL23A	IL23R	CellTalk
56293	MYBL2	HSPA1A	GRIN2D	CellTalk
56294	MYBL2	HSPA1A	TLR4	CellTalk
56295	MYBL2	HBEGF	CD44	CellTalk
56296	MYBL2	HBEGF	EGFR	CellTalk
56297	MYBL2	HBEGF	CD9	CellTalk
56298	MYBL2	HBEGF	PRLR	CellTalk
56299	MYBL2	HBEGF	ERBB2	CellTalk
56300	MYBL2	HBEGF	ERBB4	CellTalk
56301	MYBL2	HBEGF	CD82	CellTalk
56302	MYBL2	ACTR2	LDLR	CellTalk
56303	MYBL2	ACTR2	LRP2	CellTalk
56304	MYBL2	ACTR2	ADRB2	CellTalk
56305	MYBL2	HSP90B1	TLR9	CellTalk
56306	MYBL2	HSP90B1	TLR7	CellTalk
56307	MYBL2	HSP90B1	TLR4	CellTalk
56308	MYBL2	HSP90B1	TLR1	CellTalk
56309	MYBL2	HSP90B1	LRP1	CellTalk
56310	MYBL2	HSP90B1	TLR2	CellTalk
56311	MYBL2	HSP90B1	ASGR1	CellTalk
56312	MYBL2	HSP90B1	ERBB2	CellTalk
56313	MYBL2	PTH2	PTH1R	CellTalk
56314	MYBL2	PTH2	ADCYAP1R1	CellTalk
56315	MYBL2	PTH2	TSHR	CellTalk
56316	MYBL2	PTH2	GPR20	CellTalk
56317	MYBL2	PTH2	GPR84	CellTalk
56318	MYBL2	PTH2	ADRB2	CellTalk
56319	MYBL2	PTH2	ADRB3	CellTalk
56320	MYBL2	PTH2	VIPR1	CellTalk
56321	MYBL2	PTH2	PTH2R	CellTalk
56322	MYBL2	PTH2	RAMP3	CellTalk
56323	MYBL2	PTH2	RAMP2	CellTalk
56324	MYBL2	AMH	ACVR1	CellTalk
56325	MYBL2	AMH	EGFR	CellTalk
56326	MYBL2	AMH	AMHR2	CellTalk
56327	MYBL2	LAMB2	ITGA3	CellTalk
56328	MYBL2	LAMB2	ITGB4	CellTalk
56329	MYBL2	LAMB2	RPSA	CellTalk
56330	MYBL2	LAMB2	ITGB1	CellTalk
56331	MYBL2	GHRL	PTGER3	CellTalk
56332	MYBL2	GHRL	TBXA2R	CellTalk
56333	MYBL2	GHRL	MLNR	CellTalk
56334	MYBL2	GHRL	GHSR	CellTalk
56335	MYBL2	GHRL	PTGIR	CellTalk
56336	MYBL2	GHRL	GHRHR	CellTalk
56337	MYBL2	GHRL	GPR39	CellTalk
56338	MYBL2	GNB3	TGFBR1	CellTalk
56339	MYBL2	GNB3	GABBR2	CellTalk
56340	MYBL2	APOC2	LDLR	CellTalk
56341	MYBL2	APOC2	LRP1	CellTalk
56342	MYBL2	APOC2	LRP2	CellTalk
56343	MYBL2	LCN2	LRP2	CellTalk
56344	MYBL2	FGF11	FGFR2	CellTalk
56345	MYBL2	FGF11	FGFR1	CellTalk
56346	MYBL2	FGF11	FGFR3	CellTalk
56347	MYBL2	FGF11	FGFR4	CellTalk
56348	MYBL2	AGRP	MC4R	CellTalk
56349	MYBL2	AGRP	MC5R	CellTalk
56350	MYBL2	AGRP	SDC3	CellTalk
56351	MYBL2	AGRP	MC3R	CellTalk
56352	MYBL2	IL1A	IL1R1	CellTalk
56353	MYBL2	IL1A	IL1RAP	CellTalk
56354	MYBL2	IL1A	IL1R2	CellTalk
56355	MYBL2	FLT3LG	FLT3	CellTalk
56356	MYBL2	INHBE	ACVR2B	CellTalk
56357	MYBL2	INHBE	ACVR2A	CellTalk
56358	MYBL2	VEGFB	RET	CellTalk
56359	MYBL2	VEGFB	NRP1	CellTalk
56360	MYBL2	VEGFB	FLT1	CellTalk
56361	CTCF	ACVR1C	ACVR2A	CellChat
56362	CTCF	ACVR1C	ACVR2A	CellChat
56363	CTCF	ACVR1C	ACVR2B	CellChat
56364	CTCF	ACVR1C	ACVR2B	CellChat
56365	CTCF	ACVR1C	TGFBR2	CellChat
56366	CTCF	BTC	ERBB3	CellTalk
56367	CTCF	BTC	ERBB2	CellTalk
56368	CTCF	BTC	EGFR	CellTalk
56369	CTCF	BTC	ERBB4	CellTalk
56370	CTCF	PRND	RPSA	CellTalk
56371	CTCF	TGM2	ITGA4	CellTalk
56372	CTCF	TGM2	ITGB1	CellTalk
56373	CTCF	TGM2	ITGB3	CellTalk
56374	CTCF	TGM2	SDC4	CellTalk
56375	CTCF	TGM2	TBXA2R	CellTalk
56376	CTCF	TGM2	ADGRG1	CellTalk
56377	CTCF	TGM2	ITGA9	CellTalk
56378	CTCF	JAG2	NOTCH4	CellTalk
56379	CTCF	JAG2	NOTCH2	CellTalk
56380	CTCF	JAG2	NOTCH3	CellTalk
56381	CTCF	JAG2	NOTCH1	CellTalk
56382	CTCF	LAMC3	ITGA6	CellTalk
56383	CTCF	LAMC3	ITGB1	CellTalk
56384	CTCF	LAMC3	ITGA3	CellTalk
56385	CTCF	LAMC3	ITGB4	CellTalk
56386	CTCF	LAMC3	ITGA2	CellTalk
56387	CTCF	ITGA9	ITGB1	CellChat
56388	CTCF	THBS1	ITGA4	CellTalk
56389	CTCF	THBS1	CD47	CellTalk
56390	CTCF	THBS1	SDC1	CellTalk
56391	CTCF	THBS1	ITGB1	CellTalk
56392	CTCF	THBS1	LRP5	CellTalk
56393	CTCF	THBS1	ITGA2B	CellTalk
56394	CTCF	THBS1	ITGB3	CellTalk
56395	CTCF	THBS1	SDC4	CellTalk
56396	CTCF	THBS1	SCARB1	CellTalk
56397	CTCF	THBS1	ITGA6	CellTalk
56398	CTCF	THBS1	TNFRSF11B	CellTalk
56399	CTCF	THBS1	CD36	CellTalk
56400	CTCF	THBS1	ITGA3	CellTalk
56401	CTCF	THBS1	LRP1	CellTalk
56402	CTCF	SEMA3C	PLXND1	CellTalk
56403	CTCF	SEMA3C	NRP1	CellTalk
56404	CTCF	SEMA3C	NRP2	CellTalk
56405	CTCF	DKK3	KREMEN1	CellTalk
56406	CTCF	APP	VLDLR	CellTalk
56407	CTCF	APP	MTNR1A	CellTalk
56408	CTCF	APP	FPR2	CellTalk
56409	CTCF	APP	GRM7	CellTalk
56410	CTCF	APP	LRP10	CellTalk
56411	CTCF	APP	PLD1	CellTalk
56412	CTCF	APP	TSPAN15	CellTalk
56413	CTCF	APP	DCC	CellTalk
56414	CTCF	APP	CAV1	CellTalk
56415	CTCF	APP	RPSA	CellTalk
56416	CTCF	APP	TNFRSF21	CellTalk
56417	CTCF	APP	NCSTN	CellTalk
56418	CTCF	APP	AGER	CellTalk
56419	CTCF	APP	CD74	CellTalk
56420	CTCF	APP	NGFR	CellTalk
56421	CTCF	APP	APLP1	CellTalk
56422	CTCF	APP	TSPAN12	CellTalk
56423	CTCF	APP	LRP1	CellTalk
56424	CTCF	APP	PTGER2	CellTalk
56425	CTCF	APP	NOTCH2	CellTalk
56426	CTCF	APP	SORL1	CellTalk
56427	CTCF	APP	LRP6	CellTalk
56428	CTCF	APP	APLP2	CellTalk
56429	CTCF	APP	GPC1	CellTalk
56430	CTCF	APP	ADRA2A	CellTalk
56431	CTCF	TGFA	ERBB4	CellTalk
56432	CTCF	TGFA	ERBB3	CellTalk
56433	CTCF	TGFA	ERBB2	CellTalk
56434	CTCF	TGFA	EGFR	CellTalk
56435	CTCF	LTBP1	ITGB5	CellTalk
56436	CTCF	GNAS	CRHR1	CellTalk
56437	CTCF	GNAS	GLP1R	CellTalk
56438	CTCF	GNAS	GCGR	CellTalk
56439	CTCF	GNAS	ADCY7	CellTalk
56440	CTCF	GNAS	TSHR	CellTalk
56441	CTCF	GNAS	ADCY8	CellTalk
56442	CTCF	GNAS	HTR6	CellTalk
56443	CTCF	GNAS	PTGIR	CellTalk
56444	CTCF	GNAS	ADCY9	CellTalk
56445	CTCF	GNAS	LHCGR	CellTalk
56446	CTCF	GNAS	ADCY1	CellTalk
56447	CTCF	GNAS	PTGDR	CellTalk
56448	CTCF	GNAS	VIPR1	CellTalk
56449	CTCF	GNAS	ADRB3	CellTalk
56450	CTCF	GNAS	AVPR2	CellTalk
56451	CTCF	GNAS	ADORA1	CellTalk
56452	CTCF	IL20RA	IL20RB	CellChat
56453	CTCF	IL20RA	IL20RB	CellChat
56454	CTCF	IL20RA	IL10RB	CellChat
56455	CTCF	LAMA1	ITGA6	CellTalk
56456	CTCF	LAMA1	ITGA7	CellTalk
56457	CTCF	LAMA1	ITGB1	CellTalk
56458	CTCF	LAMA1	ITGA3	CellTalk
56459	CTCF	LAMA1	ITGB4	CellTalk
56460	CTCF	LAMA1	ITGB8	CellTalk
56461	CTCF	LAMA1	NT5E	CellTalk
56462	CTCF	LAMA1	GPC1	CellTalk
56463	CTCF	LAMA1	ITGA1	CellTalk
56464	CTCF	LAMA1	ITGA2	CellTalk
56465	CTCF	LAMA1	SDC2	CellTalk
56466	CTCF	LAMA1	RPSA	CellTalk
56467	CTCF	LAMA1	SDC4	CellTalk
56468	CTCF	LAMA1	TMPRSS6	CellTalk
56469	CTCF	WNT1	RYK	CellTalk
56470	CTCF	WNT1	ROR2	CellTalk
56471	CTCF	WNT1	LRP5	CellTalk
56472	CTCF	WNT1	FZD9	CellTalk
56473	CTCF	WNT1	FZD3	CellTalk
56474	CTCF	WNT1	FZD8	CellTalk
56475	CTCF	WNT1	FZD5	CellTalk
56476	CTCF	WNT1	LRP6	CellTalk
56477	CTCF	WNT1	FZD7	CellTalk
56478	CTCF	WNT1	FZD1	CellTalk
56479	CTCF	GDF7	BMPR2	CellTalk
56480	CTCF	GDF7	BMPR1A	CellTalk
56481	CTCF	GDF7	ACVR2A	CellTalk
56482	CTCF	WNT7A	LDLR	CellTalk
56483	CTCF	WNT7A	RECK	CellTalk
56484	CTCF	WNT7A	FZD9	CellTalk
56485	CTCF	WNT7A	FZD5	CellTalk
56486	CTCF	WNT7A	FZD10	CellTalk
56487	CTCF	WNT7A	LRP6	CellTalk
56488	CTCF	FGF19	FGFR2	CellTalk
56489	CTCF	FGF19	FGFR1	CellTalk
56490	CTCF	FGF19	FGFR3	CellTalk
56491	CTCF	FGF19	KLB	CellTalk
56492	CTCF	FGF19	FGFR4	CellTalk
56493	CTCF	WNT11	MUSK	CellTalk
56494	CTCF	WNT11	KLRG2	CellTalk
56495	CTCF	WNT11	FZD7	CellTalk
56496	CTCF	BMP1	BMPR2	CellTalk
56497	CTCF	BMP1	BMPR1A	CellTalk
56498	CTCF	BMP1	BMPR1B	CellTalk
56499	CTCF	SEMA3D	PLXND1	CellTalk
56500	CTCF	SEMA3D	NRP1	CellTalk
56501	CTCF	WIF1	RYK	CellTalk
56502	CTCF	OXT	AVPR2	CellTalk
56503	CTCF	OXT	AVPR1B	CellTalk
56504	CTCF	OXT	AVPR1A	CellTalk
56505	CTCF	OXT	OXTR	CellTalk
56506	CTCF	FAM3C	GLRA2	CellTalk
56507	CTCF	FAM3C	LAMP1	CellTalk
56508	CTCF	EDN1	EDNRA	CellTalk
56509	CTCF	EDN1	KEL	CellTalk
56510	CTCF	EDN1	ADGRL4	CellTalk
56511	CTCF	EDN1	EDNRB	CellTalk
56512	CTCF	CLEC2D	KLRB1	CellTalk
56513	CTCF	MEGF10	ABCA1	CellTalk
56514	CTCF	PTCH2	SMO	CellChat
56515	CTCF	LRIG2	EGFR	CellTalk
56516	CTCF	ANGPTL4	GPIHBP1	CellTalk
56517	CTCF	ANGPTL4	TIE1	CellTalk
56518	CTCF	TCTN1	TMEM67	CellTalk
56519	CTCF	TGFB1	ENG	CellTalk
56520	CTCF	TGFB1	EGFR	CellTalk
56521	CTCF	TGFB1	SMAD3	CellTalk
56522	CTCF	TGFB1	TGFBR2	CellTalk
56523	CTCF	TGFB1	ITGB3	CellTalk
56524	CTCF	TGFB1	TGFBR1	CellTalk
56525	CTCF	TGFB1	ACVRL1	CellTalk
56526	CTCF	TGFB1	ITGB6	CellTalk
56527	CTCF	TGFB1	ITGAV	CellTalk
56528	CTCF	TGFB1	ITGB1	CellTalk
56529	CTCF	TGFB1	CAV1	CellTalk
56530	CTCF	TGFB1	SDC2	CellTalk
56531	CTCF	TGFB1	ITGB8	CellTalk
56532	CTCF	TGFB1	CXCR4	CellTalk
56533	CTCF	TGFB1	ITGB5	CellTalk
56534	CTCF	TGFB1	TGFBR3	CellTalk
56535	CTCF	IL9R	IL2RG	CellChat
56536	CTCF	CXCL2	ADRA2A	CellTalk
56537	CTCF	CXCL2	CXCR1	CellTalk
56538	CTCF	CXCL2	MTNR1A	CellTalk
56539	CTCF	CXCL2	XCR1	CellTalk
56540	CTCF	CXCL2	CXCR2	CellTalk
56541	CTCF	CXCL2	GRM7	CellTalk
56542	CTCF	CXCL2	DPP4	CellTalk
56543	CTCF	IL3RA	CSF2RB	CellChat
56544	CTCF	MADCAM1	ITGA4	CellTalk
56545	CTCF	MADCAM1	CD44	CellTalk
56546	CTCF	MADCAM1	ITGB7	CellTalk
56547	CTCF	GDF5	ROR2	CellTalk
56548	CTCF	GDF5	BMPR2	CellTalk
56549	CTCF	GDF5	BMPR1B	CellTalk
56550	CTCF	GDF5	ACVR2A	CellTalk
56551	CTCF	GDF5	ACVR1	CellTalk
56552	CTCF	GDF5	ACVR2B	CellTalk
56553	CTCF	GDF5	BMPR1A	CellTalk
56554	CTCF	COL6A2	ITGB1	CellTalk
56555	CTCF	COL6A2	ITGA1	CellTalk
56556	CTCF	COL6A2	ITGA2	CellTalk
56557	CTCF	ITGA8	ITGB1	CellChat
56558	CTCF	IL12B	IL12RB1	CellTalk
56559	CTCF	IL12B	IL23R	CellTalk
56560	CTCF	IL12B	IL12RB2	CellTalk
56561	CTCF	IL12B	IL23A	CellChat
56562	CTCF	FLT3LG	FLT3	CellTalk
56563	CTCF	NPFF	NPFFR1	CellTalk
56564	CTCF	NPFF	NPFFR2	CellTalk
56565	CTCF	ITGA4	ITGB1	CellChat
56566	CTCF	ITGA4	ITGB7	CellChat
56567	CTCF	CRISP2	CATSPER1	CellTalk
56568	CTCF	ITGA10	ITGB1	CellChat
56569	CTCF	C1QA	CD93	CellTalk
56570	CTCF	C1QA	CSPG4	CellTalk
56571	CTCF	C1QA	CR1	CellTalk
56572	CTCF	IFNB1	IFNAR1	CellTalk
56573	CTCF	IFNB1	IFNAR2	CellTalk
56574	CTCF	INHBE	ACVR2B	CellTalk
56575	CTCF	INHBE	ACVR2A	CellTalk
56576	HOXD13	NLGN1	NRXN3	CellTalk
56577	HOXD13	NLGN1	NRXN2	CellTalk
56578	HOXD13	NLGN1	NRXN1	CellTalk
56579	HOXD13	ACVR1C	ACVR2A	CellChat
56580	HOXD13	ACVR1C	ACVR2A	CellChat
56581	HOXD13	ACVR1C	ACVR2B	CellChat
56582	HOXD13	ACVR1C	ACVR2B	CellChat
56583	HOXD13	ACVR1C	TGFBR2	CellChat
56584	HOXD13	COL18A1	ITGB1	CellTalk
56585	HOXD13	COL18A1	ITGB3	CellTalk
56586	HOXD13	COL18A1	GPC4	CellTalk
56587	HOXD13	COL18A1	ITGA3	CellTalk
56588	HOXD13	COL18A1	KDR	CellTalk
56589	HOXD13	COL18A1	GPC1	CellTalk
56590	HOXD13	COL18A1	ITGA5	CellTalk
56591	HOXD13	COL18A1	ITGB5	CellTalk
56592	HOXD13	NTN4	DCC	CellTalk
56593	HOXD13	NTN4	UNC5A	CellTalk
56594	HOXD13	EDIL3	ITGAV	CellTalk
56595	HOXD13	EDIL3	ITGB5	CellTalk
56596	HOXD13	IL20RA	IL20RB	CellChat
56597	HOXD13	IL20RA	IL20RB	CellChat
56598	HOXD13	IL20RA	IL10RB	CellChat
56599	HOXD13	BMP2	BMPR1B	CellTalk
56600	HOXD13	BMP2	ACVR2A	CellTalk
56601	HOXD13	BMP2	SMO	CellTalk
56602	HOXD13	BMP2	ACVR1	CellTalk
56603	HOXD13	BMP2	GPC1	CellTalk
56604	HOXD13	BMP2	HJV	CellTalk
56605	HOXD13	BMP2	ACVR2B	CellTalk
56606	HOXD13	BMP2	BMPR1A	CellTalk
56607	HOXD13	BMP2	ENG	CellTalk
56608	HOXD13	BMP2	BMPR2	CellTalk
56609	HOXD13	FBN1	ITGB3	CellTalk
56610	HOXD13	FBN1	ITGB1	CellTalk
56611	HOXD13	FBN1	ITGAV	CellTalk
56612	HOXD13	FBN1	ITGB6	CellTalk
56613	HOXD13	FBN1	ITGA5	CellTalk
56614	HOXD13	BMP4	LRP6	CellTalk
56615	HOXD13	BMP4	BMPR2	CellTalk
56616	HOXD13	BMP4	BMPR1A	CellTalk
56617	HOXD13	BMP4	HJV	CellTalk
56618	HOXD13	BMP4	BMPR1B	CellTalk
56619	HOXD13	COL4A1	ITGB1	CellTalk
56620	HOXD13	COL4A1	ITGB8	CellTalk
56621	HOXD13	COL4A1	CD93	CellTalk
56622	HOXD13	COL4A1	ITGAV	CellTalk
56623	HOXD13	COL4A1	ITGA1	CellTalk
56624	HOXD13	COL4A1	ITGA2	CellTalk
56625	HOXD13	COL4A1	CD47	CellTalk
56626	HOXD13	NODAL	ACVR2B	CellTalk
56627	HOXD13	NODAL	SMAD3	CellTalk
56628	HOXD13	NODAL	ACVR1B	CellTalk
56629	HOXD13	NODAL	ACVR2A	CellTalk
56630	HOXD13	NODAL	ACVR1C	CellTalk
56631	HOXD13	ADA	DPP4	CellTalk
56632	HOXD13	COL11A1	ITGB1	CellTalk
56633	HOXD13	COL11A1	DDR1	CellTalk
56634	HOXD13	COL11A1	ITGA2	CellTalk
56635	HOXD13	IL4R	IL13RA1	CellChat
56636	HOXD13	IL4R	IL13RA2	CellChat
56637	HOXD13	IL4R	IL2RG	CellChat
56638	HOXD13	ANGPT4	TIE1	CellTalk
56639	HOXD13	ANGPT4	TEK	CellTalk
56640	PPARG	PON2	HTR2A	CellTalk
56641	PPARG	ACE2	SLC6A19	CellTalk
56642	PPARG	PRG4	CD44	CellTalk
56643	PPARG	FGF7	FGFR2	CellTalk
56644	PPARG	FGF7	FGFR4	CellTalk
56645	PPARG	FGF7	FGFR1	CellTalk
56646	PPARG	FGF7	FGFR3	CellTalk
56647	PPARG	FGF7	NRP1	CellTalk
56648	PPARG	CRH	ADCYAP1R1	CellTalk
56649	PPARG	CRH	ADRB2	CellTalk
56650	PPARG	CRH	CRHR2	CellTalk
56651	PPARG	CRH	GPR84	CellTalk
56652	PPARG	CRH	PTH1R	CellTalk
56653	PPARG	CRH	VIPR1	CellTalk
56654	PPARG	CRH	GPR20	CellTalk
56655	PPARG	CRH	MC2R	CellTalk
56656	PPARG	CRH	CRHR1	CellTalk
56657	PPARG	CRH	ADRB3	CellTalk
56658	PPARG	CRH	TSHR	CellTalk
56659	PPARG	CRH	RAMP3	CellTalk
56660	PPARG	CRH	RAMP2	CellTalk
56661	PPARG	CD200	CD200R1	CellTalk
56662	PPARG	COL3A1	DDR2	CellTalk
56663	PPARG	COL3A1	ITGB1	CellTalk
56664	PPARG	COL3A1	MAG	CellTalk
56665	PPARG	COL3A1	DDR1	CellTalk
56666	PPARG	COL3A1	ITGA2	CellTalk
56667	PPARG	NRG4	ERBB2	CellTalk
56668	PPARG	NRG4	EGFR	CellTalk
56669	PPARG	NRG4	ERBB4	CellTalk
56670	PPARG	ANGPT2	TIE1	CellTalk
56671	PPARG	ANGPT2	TEK	CellTalk
56672	PPARG	FGL1	EGFR	CellTalk
56673	PPARG	NID1	ITGB1	CellTalk
56674	PPARG	NID1	ITGB3	CellTalk
56675	PPARG	NID1	COL13A1	CellTalk
56676	PPARG	NID1	PTPRF	CellTalk
56677	PPARG	NID1	ITGA3	CellTalk
56678	PPARG	NID1	ITGAV	CellTalk
56679	PPARG	AGT	AGTR1	CellTalk
56680	PPARG	AGT	AGTR2	CellTalk
56681	PPARG	AGT	MAS1	CellTalk
56682	PPARG	AGT	LRP2	CellTalk
56683	PPARG	AGT	ENPEP	CellTalk
56684	PPARG	AGT	ADRA2A	CellTalk
56685	PPARG	AGT	MTNR1A	CellTalk
56686	PPARG	AGT	GRM7	CellTalk
56687	PPARG	C3	ITGAM	CellTalk
56688	PPARG	C3	CD19	CellTalk
56689	PPARG	C3	CD46	CellTalk
56690	PPARG	C3	MTNR1A	CellTalk
56691	PPARG	C3	C5AR2	CellTalk
56692	PPARG	C3	CR2	CellTalk
56693	PPARG	C3	GRM7	CellTalk
56694	PPARG	C3	ITGAX	CellTalk
56695	PPARG	C3	C3AR1	CellTalk
56696	PPARG	C3	ADRA2A	CellTalk
56697	PPARG	C3	IFITM1	CellTalk
56698	PPARG	C3	CR1	CellTalk
56699	PPARG	C3	ITGB2	CellTalk
56700	PPARG	C3	CD81	CellTalk
56701	PPARG	C3	LRP1	CellTalk
56702	PPARG	PGF	NRP1	CellTalk
56703	PPARG	PGF	FLT1	CellTalk
56704	PPARG	PGF	NRP2	CellTalk
56705	PPARG	BTC	ERBB3	CellTalk
56706	PPARG	BTC	ERBB2	CellTalk
56707	PPARG	BTC	EGFR	CellTalk
56708	PPARG	BTC	ERBB4	CellTalk
56709	PPARG	PRND	RPSA	CellTalk
56710	PPARG	CALML3	KCNQ1	CellTalk
56711	PPARG	LTBP3	ITGB5	CellTalk
56712	PPARG	ACVR1	ACVR2A	CellChat
56713	PPARG	ACVR1	ACVR2B	CellChat
56714	PPARG	ACVR1	BMPR2	CellChat
56715	PPARG	ACVR1	TGFBR1	CellChat
56716	PPARG	COL4A5	CD47	CellTalk
56717	PPARG	COL4A5	ITGB1	CellTalk
56718	PPARG	COL4A5	CD93	CellTalk
56719	PPARG	COL4A5	ITGAV	CellTalk
56720	PPARG	COL4A5	ITGA1	CellTalk
56721	PPARG	COL4A5	ITGA2	CellTalk
56722	PPARG	EFNA5	EPHB6	CellTalk
56723	PPARG	EFNA5	EPHA7	CellTalk
56724	PPARG	EFNA5	EPHA10	CellTalk
56725	PPARG	EFNA5	EPHA3	CellTalk
56726	PPARG	EFNA5	EPHA5	CellTalk
56727	PPARG	EFNA5	EPHB1	CellTalk
56728	PPARG	EFNA5	EPHB2	CellTalk
56729	PPARG	EFNA5	EPHA6	CellTalk
56730	PPARG	EFNA5	EPHA2	CellTalk
56731	PPARG	EFNA5	EPHA8	CellTalk
56732	PPARG	EFNA5	EPHA1	CellTalk
56733	PPARG	EFNA5	EPHA4	CellTalk
56734	PPARG	SLIT3	ROBO2	CellTalk
56735	PPARG	SLIT3	ROBO1	CellTalk
56736	PPARG	JAG1	CD46	CellTalk
56737	PPARG	JAG1	NOTCH4	CellTalk
56738	PPARG	JAG1	NOTCH1	CellTalk
56739	PPARG	JAG1	NOTCH2	CellTalk
56740	PPARG	JAG1	NOTCH3	CellTalk
56741	PPARG	LIPC	LRP1	CellTalk
56742	PPARG	TGM2	ITGA4	CellTalk
56743	PPARG	TGM2	ITGB1	CellTalk
56744	PPARG	TGM2	ITGB3	CellTalk
56745	PPARG	TGM2	SDC4	CellTalk
56746	PPARG	TGM2	TBXA2R	CellTalk
56747	PPARG	TGM2	ADGRG1	CellTalk
56748	PPARG	TGM2	ITGA9	CellTalk
56749	PPARG	LRIG1	EGFR	CellTalk
56750	PPARG	LRIG1	MET	CellTalk
56751	PPARG	SORBS1	ITGA1	CellTalk
56752	PPARG	SORBS1	ITGB5	CellTalk
56753	PPARG	SORBS1	INSR	CellTalk
56754	PPARG	HSPG2	SDC1	CellTalk
56755	PPARG	HSPG2	ITGB1	CellTalk
56756	PPARG	HSPG2	COL13A1	CellTalk
56757	PPARG	HSPG2	FGFR1	CellTalk
56758	PPARG	HSPG2	LRP1	CellTalk
56759	PPARG	HSPG2	LRP2	CellTalk
56760	PPARG	HSPG2	ITGA2	CellTalk
56761	PPARG	HSPG2	PTPRS	CellTalk
56762	PPARG	LAMC2	ITGA6	CellTalk
56763	PPARG	LAMC2	CD151	CellTalk
56764	PPARG	LAMC2	ITGB1	CellTalk
56765	PPARG	LAMC2	ITGA2	CellTalk
56766	PPARG	LAMC2	COL17A1	CellTalk
56767	PPARG	LAMC2	ITGA3	CellTalk
56768	PPARG	LAMC2	ITGB4	CellTalk
56769	PPARG	LAMB1	ITGA7	CellTalk
56770	PPARG	LAMB1	ITGAV	CellTalk
56771	PPARG	LAMB1	ITGB1	CellTalk
56772	PPARG	LAMB1	ITGA6	CellTalk
56773	PPARG	LAMB1	ITGA1	CellTalk
56774	PPARG	LAMB1	ITGA2	CellTalk
56775	PPARG	LAMB1	ITGA3	CellTalk
56776	PPARG	LAMB1	ITGB4	CellTalk
56777	PPARG	IGF1	INSR	CellTalk
56778	PPARG	IGF1	IGF2R	CellTalk
56779	PPARG	IGF1	IGF1R	CellTalk
56780	PPARG	COL5A2	ITGB1	CellTalk
56781	PPARG	COL5A2	DDR1	CellTalk
56782	PPARG	COL5A2	ITGA1	CellTalk
56783	PPARG	EFEMP1	EGFR	CellTalk
56784	PPARG	EGF	EGFR	CellTalk
56785	PPARG	EGF	LDLR	CellTalk
56786	PPARG	EGF	FSHR	CellTalk
56787	PPARG	EGF	ERBB3	CellTalk
56788	PPARG	EGF	ADRB2	CellTalk
56789	PPARG	EGF	CAV1	CellTalk
56790	PPARG	EGF	RHBDL2	CellTalk
56791	PPARG	EGF	ERBB2	CellTalk
56792	PPARG	EGF	ERBB4	CellTalk
56793	PPARG	EGF	NRP1	CellTalk
56794	PPARG	EGF	AXL	CellTalk
56795	PPARG	EGF	PLD2	CellTalk
56796	PPARG	EGF	LRP2	CellTalk
56797	PPARG	THBS1	ITGA4	CellTalk
56798	PPARG	THBS1	CD47	CellTalk
56799	PPARG	THBS1	SDC1	CellTalk
56800	PPARG	THBS1	ITGB1	CellTalk
56801	PPARG	THBS1	LRP5	CellTalk
56802	PPARG	THBS1	ITGA2B	CellTalk
56803	PPARG	THBS1	ITGB3	CellTalk
56804	PPARG	THBS1	SDC4	CellTalk
56805	PPARG	THBS1	SCARB1	CellTalk
56806	PPARG	THBS1	ITGA6	CellTalk
56807	PPARG	THBS1	TNFRSF11B	CellTalk
56808	PPARG	THBS1	CD36	CellTalk
56809	PPARG	THBS1	ITGA3	CellTalk
56810	PPARG	THBS1	LRP1	CellTalk
56811	PPARG	SCGB1A1	LRP2	CellTalk
56812	PPARG	SCGB1A1	LMBR1L	CellTalk
56813	PPARG	S100A10	CFTR	CellTalk
56814	PPARG	S100A10	TRPV6	CellTalk
56815	PPARG	SERPINE1	LRP2	CellTalk
56816	PPARG	SERPINE1	PLAUR	CellTalk
56817	PPARG	SERPINE1	ITGAV	CellTalk
56818	PPARG	SERPINE1	LRP1	CellTalk
56819	PPARG	SERPINE1	ITGB5	CellTalk
56820	PPARG	VEGFA	ITGAV	CellTalk
56821	PPARG	VEGFA	TYRO3	CellTalk
56822	PPARG	VEGFA	KDR	CellTalk
56823	PPARG	VEGFA	GPC1	CellTalk
56824	PPARG	VEGFA	ITGA9	CellTalk
56825	PPARG	VEGFA	NRP1	CellTalk
56826	PPARG	VEGFA	EGFR	CellTalk
56827	PPARG	VEGFA	FLT1	CellTalk
56828	PPARG	VEGFA	RET	CellTalk
56829	PPARG	VEGFA	NRP2	CellTalk
56830	PPARG	VEGFA	EPHB2	CellTalk
56831	PPARG	VEGFA	ITGB1	CellTalk
56832	PPARG	VEGFA	SIRPA	CellTalk
56833	PPARG	VEGFA	ITGB3	CellTalk
56834	PPARG	VEGFA	GRIN2B	CellTalk
56835	PPARG	IFNAR1	IFNAR2	CellChat
56836	PPARG	PLXNA1	KDR	CellChat
56837	PPARG	PLXNA1	TREM2	CellChat
56838	PPARG	ALOX5AP	ALOX5	CellTalk
