TF	Ligand(Target)	Receptor	Source
55741	KDM5B	CALM2	PDE1C	CellTalk
55742	KDM5B	CALM2	GP6	CellTalk
55743	KDM5B	CALM2	SCN10A	CellTalk
55744	KDM5B	CALM2	PLPP6	CellTalk
55745	KDM5B	CALM2	AQP6	CellTalk
55746	KDM5B	CALM2	GRM5	CellTalk
55747	KDM5B	CALM2	MYLK2	CellTalk
55748	KDM5B	CALM2	AQP1	CellTalk
55749	KDM5B	CALM2	SCN4A	CellTalk
55750	KDM5B	CALM2	KCNQ1	CellTalk
55751	KDM5B	CALM2	SELL	CellTalk
55752	KDM5B	CALM2	PDE1B	CellTalk
55753	KDM5B	CALM2	TRPC5	CellTalk
55754	KDM5B	CALM2	CACNA1C	CellTalk
55755	KDM5B	PKM	CD44	CellTalk
55756	KDM5B	SPTAN1	PTPRA	CellTalk
55757	KDM5B	VCL	ITGB5	CellTalk
55758	KDM5B	VCL	ALK	CellTalk
55759	KDM5B	NAMPT	ADORA2A	CellTalk
55760	KDM5B	LIFR	IL6ST	CellChat
55761	KDM5B	TGS1	RXRA	CellTalk
55762	KDM5B	LMAN1	MCFD2	CellTalk
55763	KDM5B	TLN1	ITGB3	CellTalk
55764	KDM5B	TLN1	ITGB5	CellTalk
55765	KDM5B	PLAU	ITGAM	CellTalk
55766	KDM5B	PLAU	VLDLR	CellTalk
55767	KDM5B	PLAU	ITGB1	CellTalk
55768	KDM5B	PLAU	ITGB2	CellTalk
55769	KDM5B	PLAU	ITGA3	CellTalk
55770	KDM5B	PLAU	LRP1	CellTalk
55771	KDM5B	PLAU	ITGAV	CellTalk
55772	KDM5B	PLAU	LRP2	CellTalk
55773	KDM5B	PLAU	ST14	CellTalk
55774	KDM5B	PLAU	ITGA5	CellTalk
55775	KDM5B	PLAU	ITGB5	CellTalk
55776	KDM5B	PLAU	MRC2	CellTalk
55777	KDM5B	PLAU	PLAUR	CellTalk
55778	KDM5B	PLAU	IGF2R	CellTalk
55779	KDM5B	ACTR2	LDLR	CellTalk
55780	KDM5B	ACTR2	LRP2	CellTalk
55781	KDM5B	ACTR2	ADRB2	CellTalk
55782	KDM5B	HSP90B1	TLR9	CellTalk
55783	KDM5B	HSP90B1	TLR7	CellTalk
55784	KDM5B	HSP90B1	TLR4	CellTalk
55785	KDM5B	HSP90B1	TLR1	CellTalk
55786	KDM5B	HSP90B1	LRP1	CellTalk
55787	KDM5B	HSP90B1	TLR2	CellTalk
55788	KDM5B	HSP90B1	ASGR1	CellTalk
55789	KDM5B	HSP90B1	ERBB2	CellTalk
55790	KDM5B	CCL25	ACKR2	CellTalk
55791	KDM5B	CCL25	ACKR4	CellTalk
55792	KDM5B	CCL25	ADRA2A	CellTalk
55793	KDM5B	CCL25	MTNR1A	CellTalk
55794	KDM5B	CCL25	CCR10	CellTalk
55795	KDM5B	CCL25	CCR9	CellTalk
55796	KDM5B	CCL25	GRM7	CellTalk
55797	KDM5B	GHRL	PTGER3	CellTalk
55798	KDM5B	GHRL	TBXA2R	CellTalk
55799	KDM5B	GHRL	MLNR	CellTalk
55800	KDM5B	GHRL	GHSR	CellTalk
55801	KDM5B	GHRL	PTGIR	CellTalk
55802	KDM5B	GHRL	GHRHR	CellTalk
55803	KDM5B	GHRL	GPR39	CellTalk
55804	KDM5B	SOST	LRP6	CellTalk
55805	KDM5B	SOST	LRP5	CellTalk
55806	KDM5B	IL2	IL2RA	CellTalk
55807	KDM5B	IL2	IL2RG	CellTalk
55808	KDM5B	IL2	CD53	CellTalk
55809	KDM5B	IL2	NGFR	CellTalk
55810	KDM5B	IL2	IL2RB	CellTalk
55811	KDM5B	MFAP2	NOTCH1	CellTalk
55812	KDM5B	ITGAE	ITGB7	CellChat
55813	KDM5B	IFNA13	IFNAR1	CellTalk
55814	KDM5B	IFNA13	IFNAR2	CellTalk
55815	KDM5B	CSF2RA	CSF2RB	CellChat
55816	KDM5B	IL12RB1	IL12RB2	CellChat
55817	KDM5B	ADAM9	ITGA3	CellTalk
55818	KDM5B	ADAM9	ITGAV	CellTalk
55819	KDM5B	ADAM9	ITGB5	CellTalk
55820	KDM5B	ADAM9	ITGB1	CellTalk
55821	KDM5B	ADAM9	ITGA6	CellTalk
55822	KDM5B	TNFSF18	TNFRSF18	CellTalk
55823	KDM5B	CSF2	ITGB1	CellTalk
55824	KDM5B	CSF2	CSF2RB	CellTalk
55825	KDM5B	CSF2	CSF2RA	CellTalk
55826	KDM5B	CSF2	IL3RA	CellTalk
55827	KDM5B	CSF2	SDC2	CellTalk
55828	KDM5B	CSF2	CSF3R	CellTalk
55829	KDM5B	CSF2	ITGA9	CellTalk
55830	KDM5B	CSF2	CSF1R	CellTalk
55831	KDM5B	CCL22	CCR4	CellTalk
55832	KDM5B	CCL22	DPP4	CellTalk
55833	KDM5B	CCL22	ACKR2	CellTalk
55834	KDM5B	ANGPTL3	ITGB3	CellTalk
55835	KDM5B	ANGPTL3	ITGAV	CellTalk
55836	KDM5B	ANGPTL3	ITGA5	CellTalk
55837	KDM5B	GDF11	ACVR2B	CellTalk
55838	KDM5B	GDF11	ACVR1B	CellTalk
55839	KDM5B	GDF11	BMPR2	CellTalk
55840	KDM5B	GDF11	BMPR1A	CellTalk
55841	KDM5B	GDF11	BMPR1B	CellTalk
55842	KDM5B	GDF11	ACVR2A	CellTalk
55843	ZFX	LAMC2	ITGA6	CellTalk
55844	ZFX	LAMC2	CD151	CellTalk
55845	ZFX	LAMC2	ITGB1	CellTalk
55846	ZFX	LAMC2	ITGA2	CellTalk
55847	ZFX	LAMC2	COL17A1	CellTalk
55848	ZFX	LAMC2	ITGA3	CellTalk
55849	ZFX	LAMC2	ITGB4	CellTalk
55850	ZFX	S100A10	CFTR	CellTalk
55851	ZFX	S100A10	TRPV6	CellTalk
55852	ZFX	IFNAR1	IFNAR2	CellChat
55853	ZFX	FZD6	LRP5	CellChat
55854	ZFX	FZD6	LRP6	CellChat
55855	ZFX	LTBP1	ITGB5	CellTalk
55856	ZFX	MFNG	NOTCH2	CellTalk
55857	ZFX	MFNG	NOTCH1	CellTalk
55858	ZFX	PTPN11	FCRL4	CellTalk
55859	ZFX	ICAM4	ITGAM	CellTalk
55860	ZFX	ICAM4	ITGAL	CellTalk
55861	ZFX	ICAM4	ITGA4	CellTalk
55862	ZFX	ICAM4	ITGB3	CellTalk
55863	ZFX	ICAM4	ITGB2	CellTalk
55864	ZFX	ICAM4	ITGB1	CellTalk
55865	ZFX	ICAM4	RHAG	CellTalk
55866	ZFX	ICAM4	ITGAV	CellTalk
55867	ZFX	ICAM4	ITGA2B	CellTalk
55868	ZFX	APOA1	ABCA1	CellTalk
55869	ZFX	APOA1	LRP2	CellTalk
55870	ZFX	APOA1	LDLR	CellTalk
55871	ZFX	APOA1	LRP1	CellTalk
55872	ZFX	LEFTY2	ACVR1B	CellTalk
55873	ZFX	LEFTY2	ACVR2A	CellTalk
55874	ZFX	LEFTY2	ACVR2B	CellTalk
55875	ZFX	INHBB	ACVR2B	CellTalk
55876	ZFX	INHBB	SMAD3	CellTalk
55877	ZFX	INHBB	ACVR1B	CellTalk
55878	ZFX	INHBB	ACVR2A	CellTalk
55879	ZFX	INHBB	ACVR1C	CellTalk
55880	ZFX	INHBB	ACVR1	CellTalk
55881	ZFX	SEMA3F	PLXNA3	CellTalk
55882	ZFX	SEMA3F	PLXNA1	CellTalk
55883	ZFX	SEMA3F	NRP1	CellTalk
55884	ZFX	SEMA3F	NRP2	CellTalk
55885	ZFX	RGMB	HJV	CellTalk
55886	ZFX	RGMB	BMPR2	CellTalk
55887	ZFX	RGMB	NEO1	CellTalk
55888	ZFX	RGMB	BMPR1B	CellTalk
55889	ZFX	PROS1	TYRO3	CellTalk
55890	ZFX	PROS1	MERTK	CellTalk
55891	ZFX	PROS1	AXL	CellTalk
55892	ZFX	APOC1	VLDLR	CellTalk
55893	ZFX	TDGF1	ACVR2B	CellTalk
55894	ZFX	TDGF1	SMAD3	CellTalk
55895	ZFX	TDGF1	ACVR1B	CellTalk
55896	ZFX	TDGF1	ACVR2A	CellTalk
55897	ZFX	TDGF1	ACVR1C	CellTalk
55898	ZFX	TDGF1	GPC1	CellTalk
55899	ZFX	LRPAP1	LDLR	CellTalk
55900	ZFX	LRPAP1	LRP1	CellTalk
55901	ZFX	LRPAP1	SORT1	CellTalk
55902	ZFX	LRPAP1	SORL1	CellTalk
55903	ZFX	LRPAP1	LRP2	CellTalk
55904	ZFX	LRPAP1	LRP8	CellTalk
55905	ZFX	LRPAP1	VLDLR	CellTalk
55906	ZFX	NTN3	NEO1	CellTalk
55907	ZFX	NTN3	CDON	CellTalk
55908	ZFX	MTMR4	SMAD3	CellTalk
55909	ZFX	ARF4	EGFR	CellTalk
55910	ZFX	FZD5	LRP5	CellChat
55911	ZFX	FZD5	LRP6	CellChat
55912	ZFX	HSPA4	TLR4	CellTalk
55913	ZFX	CALR	MPL	CellTalk
55914	ZFX	CALR	TSHR	CellTalk
55915	ZFX	CALR	ITGA3	CellTalk
55916	ZFX	CALR	LRP1	CellTalk
55917	ZFX	CALR	HLA-F	CellTalk
55918	ZFX	CALR	ITGAV	CellTalk
55919	ZFX	CALR	ITGA2B	CellTalk
55920	ZFX	CALR	SCARF1	CellTalk
55921	ZFX	CALR	MTNR1A	CellTalk
55922	ZFX	ARF6	PLD1	CellTalk
55923	ZFX	ARF6	SMAP1	CellTalk
55924	ZFX	ITGB1	ITGA1	CellChat
55925	ZFX	CALM1	KCNQ3	CellTalk
55926	ZFX	CALM1	GRM3	CellTalk
55927	ZFX	CALM1	CALCR	CellTalk
55928	ZFX	CALM1	GRM4	CellTalk
55929	ZFX	CALM1	CRHR1	CellTalk
55930	ZFX	CALM1	GRM7	CellTalk
55931	ZFX	CALM1	MYLK	CellTalk
55932	ZFX	CALM1	PDE1A	CellTalk
55933	ZFX	CALM1	HMMR	CellTalk
55934	ZFX	CALM1	ADCYAP1R1	CellTalk
55935	ZFX	CALM1	OPRM1	CellTalk
55936	ZFX	CALM1	RYR2	CellTalk
55937	ZFX	CALM1	GLP1R	CellTalk
55938	ZFX	CALM1	PDE1C	CellTalk
55939	ZFX	CALM1	TRPC3	CellTalk
55940	ZFX	CALM1	SCN10A	CellTalk
55941	ZFX	CALM1	AQP6	CellTalk
55942	ZFX	CALM1	PTPRA	CellTalk
55943	ZFX	CALM1	MYLK2	CellTalk
55944	ZFX	CALM1	SCN4A	CellTalk
55945	ZFX	CALM1	SCTR	CellTalk
55946	ZFX	CALM1	KCNQ1	CellTalk
55947	ZFX	CALM1	SELL	CellTalk
55948	ZFX	CALM1	PDE1B	CellTalk
55949	ZFX	CALM1	MIP	CellTalk
55950	ZFX	CALM1	GLP2R	CellTalk
55951	ZFX	CALM1	TRPC5	CellTalk
55952	ZFX	CALM1	KCNN4	CellTalk
55953	ZFX	CALM1	CACNA1C	CellTalk
55954	ZFX	CALM1	PTH2R	CellTalk
55955	ZFX	CALM1	EGFR	CellTalk
55956	ZFX	CALM1	HTR2C	CellTalk
55957	ZFX	CALM1	ADCY8	CellTalk
55958	ZFX	CALM1	INSR	CellTalk
55959	ZFX	CALM1	GRM5	CellTalk
55960	ZFX	CALM1	GP6	CellTalk
55961	ZFX	CALM1	AQP1	CellTalk
55962	ZFX	CALM1	VIPR1	CellTalk
55963	ZFX	CALM1	CNGA2	CellTalk
55964	ZFX	CALM1	KCNQ5	CellTalk
55965	ZFX	CALM1	FAS	CellTalk
55966	ZFX	HSPA8	LDLR	CellTalk
55967	ZFX	HSPA8	LRP2	CellTalk
55968	ZFX	HSPA8	ADRB2	CellTalk
55969	ZFX	HSP90AA1	ITGB3	CellTalk
55970	ZFX	HSP90AA1	FGFR3	CellTalk
55971	ZFX	HSP90AA1	CFTR	CellTalk
55972	ZFX	HSP90AA1	LRP1	CellTalk
55973	ZFX	HSP90AA1	ERBB2	CellTalk
55974	ZFX	HSP90AA1	EGFR	CellTalk
55975	ZFX	IFNGR1	IFNGR2	CellChat
55976	ZFX	LIN7C	ABCA1	CellTalk
55977	ZFX	LIN7C	KCNJ4	CellTalk
55978	ZFX	LIN7C	HTR2C	CellTalk
55979	ZFX	SPTAN1	PTPRA	CellTalk
55980	ZFX	CTF1	IL6ST	CellTalk
55981	ZFX	CTF1	LIFR	CellTalk
55982	ZFX	NAMPT	ADORA2A	CellTalk
55983	ZFX	FARP2	PLXNA3	CellTalk
55984	ZFX	FARP2	PLXNA1	CellTalk
55985	ZFX	FARP2	PLXNA2	CellTalk
55986	ZFX	FARP2	PLXNA4	CellTalk
55987	ZFX	ADAM15	ITGB1	CellTalk
55988	ZFX	ADAM15	ITGB3	CellTalk
55989	ZFX	ADAM15	ITGAV	CellTalk
55990	ZFX	ADAM15	ITGA9	CellTalk
55991	ZFX	ADAM15	ITGA5	CellTalk
55992	ZFX	IL23A	IL12RB1	CellTalk
55993	ZFX	IL23A	IL12RB2	CellTalk
55994	ZFX	IL23A	IL23R	CellTalk
55995	ZFX	SEMA4D	ERBB2	CellTalk
55996	ZFX	SEMA4D	MET	CellTalk
55997	ZFX	SEMA4D	PLXNB1	CellTalk
55998	ZFX	SEMA4D	CD72	CellTalk
55999	ZFX	SEMA4D	PLXNB2	CellTalk
56000	ZFX	LMAN1	MCFD2	CellTalk
56001	ZFX	TLN1	ITGB3	CellTalk
56002	ZFX	TLN1	ITGB5	CellTalk
56003	ZFX	HBEGF	CD44	CellTalk
56004	ZFX	HBEGF	EGFR	CellTalk
56005	ZFX	HBEGF	CD9	CellTalk
56006	ZFX	HBEGF	PRLR	CellTalk
56007	ZFX	HBEGF	ERBB2	CellTalk
56008	ZFX	HBEGF	ERBB4	CellTalk
56009	ZFX	HBEGF	CD82	CellTalk
56010	ZFX	ITGA5	ITGB1	CellChat
56011	ZFX	F2	GP1BB	CellTalk
56012	ZFX	F2	F2R	CellTalk
56013	ZFX	F2	THBD	CellTalk
56014	ZFX	F2	GP1BA	CellTalk
56015	ZFX	F2	F2RL3	CellTalk
56016	ZFX	F2	ITGA2B	CellTalk
56017	ZFX	F2	F2RL2	CellTalk
56018	ZFX	F2	F2RL1	CellTalk
56019	ZFX	F2	GP9	CellTalk
56020	ZFX	PDAP1	PDGFRB	CellTalk
56021	ZFX	HSP90B1	TLR9	CellTalk
56022	ZFX	HSP90B1	TLR7	CellTalk
56023	ZFX	HSP90B1	TLR4	CellTalk
56024	ZFX	HSP90B1	TLR1	CellTalk
56025	ZFX	HSP90B1	LRP1	CellTalk
56026	ZFX	HSP90B1	TLR2	CellTalk
56027	ZFX	HSP90B1	ASGR1	CellTalk
56028	ZFX	HSP90B1	ERBB2	CellTalk
56029	ZFX	TCTN1	TMEM67	CellTalk
56030	ZFX	CKLF	CCR4	CellTalk
56031	ZFX	CKLF	LRP6	CellTalk
56032	ZFX	ARF1	CHRM3	CellTalk
56033	ZFX	ARF1	PLD2	CellTalk
56034	ZFX	ARF1	INSR	CellTalk
56035	ZFX	LAMB2	ITGA3	CellTalk
56036	ZFX	LAMB2	ITGB4	CellTalk
56037	ZFX	LAMB2	RPSA	CellTalk
56038	ZFX	LAMB2	ITGB1	CellTalk
56039	ZFX	PSAP	LRP1	CellTalk
56040	ZFX	PSAP	SORT1	CellTalk
56041	ZFX	PSAP	GPR37	CellTalk
56042	ZFX	PSAP	GPR37L1	CellTalk
56043	ZFX	PSAP	CD1B	CellTalk
56044	ZFX	PSAP	AR	CellTalk
56045	ZFX	IGFBP4	FZD8	CellTalk
56046	ZFX	IGFBP4	LRP6	CellTalk
56047	ZFX	FBLN1	ITGB1	CellTalk
56048	ZFX	GSTO1	RYR1	CellTalk
56049	ZFX	FGF22	FGFR2	CellTalk
56050	ZFX	FGF22	FGFR1	CellTalk
56051	ZFX	BMP8B	BMPR2	CellTalk
56052	ZFX	BMP8B	BMPR1B	CellTalk
56053	ZFX	BMP8B	PLAUR	CellTalk
56054	ZFX	BMP8B	BMPR1A	CellTalk
56055	ZFX	EFNA4	EPHA5	CellTalk
56056	ZFX	EFNA4	EPHA8	CellTalk
56057	ZFX	EFNA4	EPHA1	CellTalk
56058	ZFX	EFNA4	EPHA4	CellTalk
56059	ZFX	EFNA4	EPHA3	CellTalk
56060	ZFX	EFNA4	EPHA2	CellTalk
56061	ZFX	EFNA4	EPHA7	CellTalk
56062	ZFX	EFNA4	EPHA10	CellTalk
56063	ZFX	EFNA4	EPHA6	CellTalk
56064	ZFX	EFEMP2	AQP1	CellTalk
56065	ZFX	EFEMP2	PLSCR4	CellTalk
56066	ZFX	MDK	ITGA6	CellTalk
56067	ZFX	MDK	LRP1	CellTalk
56068	ZFX	MDK	SORL1	CellTalk
56069	ZFX	MDK	LRP2	CellTalk
56070	ZFX	MDK	GPC2	CellTalk
56071	ZFX	MDK	SDC3	CellTalk
56072	ZFX	MDK	TSPAN1	CellTalk
56073	ZFX	MDK	SDC4	CellTalk
56074	ZFX	MDK	SDC1	CellTalk
56075	ZFX	MDK	ALK	CellTalk
56076	ZFX	MDK	PTPRZ1	CellTalk
56077	ZFX	MDK	ITGB1	CellTalk
56078	ZFX	MDK	ITGA4	CellTalk
56079	ZFX	NLGN2	NRXN1	CellTalk
56080	ZFX	NLGN2	NRXN3	CellTalk
56081	ZFX	NLGN2	MDGA1	CellTalk
56082	ZFX	NLGN2	NRXN2	CellTalk
56083	ZFX	ADA	DPP4	CellTalk
56084	ZFX	S100A4	PGLYRP1	CellTalk
56085	ZFX	S100A4	ERBB2	CellTalk
56086	ZFX	S100A4	EGFR	CellTalk
56087	ZFX	S100A4	CCR5	CellTalk
56088	ZFX	IL17B	IL17RB	CellTalk
56089	MYBL2	EFNA5	EPHB6	CellTalk
56090	MYBL2	EFNA5	EPHA7	CellTalk
56091	MYBL2	EFNA5	EPHA10	CellTalk
56092	MYBL2	EFNA5	EPHA3	CellTalk
56093	MYBL2	EFNA5	EPHA5	CellTalk
56094	MYBL2	EFNA5	EPHB1	CellTalk
56095	MYBL2	EFNA5	EPHB2	CellTalk
56096	MYBL2	EFNA5	EPHA6	CellTalk
56097	MYBL2	EFNA5	EPHA2	CellTalk
56098	MYBL2	EFNA5	EPHA8	CellTalk
56099	MYBL2	EFNA5	EPHA1	CellTalk
56100	MYBL2	EFNA5	EPHA4	CellTalk
56101	MYBL2	ADAM12	ITGB1	CellTalk
56102	MYBL2	ADAM12	SDC4	CellTalk
56103	MYBL2	ADAM12	ITGA9	CellTalk
56104	MYBL2	PTPN11	FCRL4	CellTalk
56105	MYBL2	CUBN	LRP2	CellTalk
56106	MYBL2	LEFTY2	ACVR1B	CellTalk
56107	MYBL2	LEFTY2	ACVR2A	CellTalk
56108	MYBL2	LEFTY2	ACVR2B	CellTalk
56109	MYBL2	GNAS	CRHR1	CellTalk
56110	MYBL2	GNAS	GLP1R	CellTalk
56111	MYBL2	GNAS	GCGR	CellTalk
56112	MYBL2	GNAS	ADCY7	CellTalk
56113	MYBL2	GNAS	TSHR	CellTalk
56114	MYBL2	GNAS	ADCY8	CellTalk
56115	MYBL2	GNAS	HTR6	CellTalk
56116	MYBL2	GNAS	PTGIR	CellTalk
56117	MYBL2	GNAS	ADCY9	CellTalk
56118	MYBL2	GNAS	LHCGR	CellTalk
56119	MYBL2	GNAS	ADCY1	CellTalk
56120	MYBL2	GNAS	PTGDR	CellTalk
56121	MYBL2	GNAS	VIPR1	CellTalk
56122	MYBL2	GNAS	ADRB3	CellTalk
56123	MYBL2	GNAS	AVPR2	CellTalk
56124	MYBL2	GNAS	ADORA1	CellTalk
56125	MYBL2	FGF18	FGFR2	CellTalk
56126	MYBL2	FGF18	FGFR4	CellTalk
56127	MYBL2	FGF18	FGFR1	CellTalk
56128	MYBL2	FGF18	FGFR3	CellTalk
56129	MYBL2	LAMA1	ITGA6	CellTalk
56130	MYBL2	LAMA1	ITGA7	CellTalk
56131	MYBL2	LAMA1	ITGB1	CellTalk
56132	MYBL2	LAMA1	ITGA3	CellTalk
56133	MYBL2	LAMA1	ITGB4	CellTalk
56134	MYBL2	LAMA1	ITGB8	CellTalk
56135	MYBL2	LAMA1	NT5E	CellTalk
56136	MYBL2	LAMA1	GPC1	CellTalk
56137	MYBL2	LAMA1	ITGA1	CellTalk
56138	MYBL2	LAMA1	ITGA2	CellTalk
56139	MYBL2	LAMA1	SDC2	CellTalk
56140	MYBL2	LAMA1	RPSA	CellTalk
56141	MYBL2	LAMA1	SDC4	CellTalk
56142	MYBL2	LAMA1	TMPRSS6	CellTalk
56143	MYBL2	NTNG1	LRRC4C	CellTalk
56144	MYBL2	EFNA3	EPHB6	CellTalk
56145	MYBL2	EFNA3	EPHA7	CellTalk
56146	MYBL2	EFNA3	EPHA10	CellTalk
56147	MYBL2	EFNA3	EPHA5	CellTalk
56148	MYBL2	EFNA3	EPHB1	CellTalk
56149	MYBL2	EFNA3	EPHA6	CellTalk
56150	MYBL2	EFNA3	EPHA8	CellTalk
56151	MYBL2	EFNA3	EPHA1	CellTalk
56152	MYBL2	EFNA3	EPHA4	CellTalk
56153	MYBL2	EFNA3	EPHA3	CellTalk
56154	MYBL2	EFNA3	EPHA2	CellTalk
56155	MYBL2	CD24	SELP	CellTalk
56156	MYBL2	CD24	SIGLEC10	CellTalk
56157	MYBL2	SEMA6A	PLXNA4	CellTalk
56158	MYBL2	SEMA6A	PLXNA2	CellTalk
56159	MYBL2	BDNF	NGFR	CellTalk
56160	MYBL2	BDNF	DRD4	CellTalk
56161	MYBL2	BDNF	SORT1	CellTalk
56162	MYBL2	BDNF	NTRK2	CellTalk
56163	MYBL2	BDNF	BEX3	CellTalk
56164	MYBL2	PODXL	SELL	CellTalk
56165	MYBL2	HAS2	HMMR	CellTalk
56166	MYBL2	HAS2	CD44	CellTalk
56167	MYBL2	SFRP1	FZD2	CellTalk
56168	MYBL2	SFRP1	FZD6	CellTalk
56169	MYBL2	DKK1	LRP6	CellTalk
56170	MYBL2	DKK1	LRP5	CellTalk
56171	MYBL2	DKK1	KREMEN2	CellTalk
56172	MYBL2	DKK1	KREMEN1	CellTalk
56173	MYBL2	NPB	NPBWR2	CellTalk
56174	MYBL2	NPB	GRM7	CellTalk
56175	MYBL2	NPB	ADRA2A	CellTalk
56176	MYBL2	NPB	MTNR1A	CellTalk
56177	MYBL2	NPB	NPBWR1	CellTalk
56178	MYBL2	NODAL	ACVR2B	CellTalk
56179	MYBL2	NODAL	SMAD3	CellTalk
56180	MYBL2	NODAL	ACVR1B	CellTalk
56181	MYBL2	NODAL	ACVR2A	CellTalk
56182	MYBL2	NODAL	ACVR1C	CellTalk
56183	MYBL2	GSTP1	TRAF2	CellTalk
56184	MYBL2	GSTP1	EGFR	CellTalk
56185	MYBL2	APOC1	VLDLR	CellTalk
56186	MYBL2	SPP1	ITGA4	CellTalk
56187	MYBL2	SPP1	CD44	CellTalk
56188	MYBL2	SPP1	ITGB1	CellTalk
56189	MYBL2	SPP1	ITGB3	CellTalk
56190	MYBL2	SPP1	ITGAV	CellTalk
56191	MYBL2	SPP1	ITGA9	CellTalk
56192	MYBL2	SPP1	ITGA5	CellTalk
56193	MYBL2	SPP1	ITGB5	CellTalk
56194	MYBL2	SPP1	PTGER4	CellTalk
56195	MYBL2	PDGFC	PDGFRA	CellTalk
56196	MYBL2	PDGFC	PDGFRB	CellTalk
56197	MYBL2	PDGFC	FLT4	CellTalk
56198	MYBL2	PDGFC	KDR	CellTalk
56199	MYBL2	PDGFC	FLT1	CellTalk
56200	MYBL2	TDGF1	ACVR2B	CellTalk
56201	MYBL2	TDGF1	SMAD3	CellTalk
56202	MYBL2	TDGF1	ACVR1B	CellTalk
56203	MYBL2	TDGF1	ACVR2A	CellTalk
56204	MYBL2	TDGF1	ACVR1C	CellTalk
56205	MYBL2	TDGF1	GPC1	CellTalk
56206	MYBL2	PCSK1N	GPR171	CellTalk
56207	MYBL2	EFNB3	EPHB6	CellTalk
56208	MYBL2	EFNB3	EPHB4	CellTalk
56209	MYBL2	EFNB3	RHBDL2	CellTalk
56210	MYBL2	EFNB3	EPHB1	CellTalk
56211	MYBL2	EFNB3	EPHB3	CellTalk
56212	MYBL2	EFNB3	EPHB2	CellTalk
56213	MYBL2	EFNB3	EPHA4	CellTalk
56214	MYBL2	NID2	COL13A1	CellTalk
56215	MYBL2	SEMA4B	DCBLD2	CellTalk
56216	MYBL2	COL16A1	ITGB1	CellTalk
56217	MYBL2	LIPH	LPAR1	CellTalk
56218	MYBL2	LIPH	LPAR4	CellTalk
56219	MYBL2	LIPH	LPAR2	CellTalk
56220	MYBL2	SERPING1	SELE	CellTalk
56221	MYBL2	SERPING1	SELP	CellTalk
56222	MYBL2	APOE	LRP6	CellTalk
56223	MYBL2	APOE	LRP2	CellTalk
56224	MYBL2	APOE	VLDLR	CellTalk
56225	MYBL2	APOE	LDLR	CellTalk
56226	MYBL2	APOE	LRP5	CellTalk
56227	MYBL2	APOE	CHRNA4	CellTalk
56228	MYBL2	APOE	TREM2	CellTalk
56229	MYBL2	APOE	LSR	CellTalk
56230	MYBL2	APOE	SORL1	CellTalk
56231	MYBL2	APOE	ABCA1	CellTalk
56232	MYBL2	APOE	SCARB1	CellTalk
56233	MYBL2	APOE	SDC2	CellTalk
56234	MYBL2	APOE	LRP8	CellTalk
56235	MYBL2	APOE	LRP4	CellTalk
56236	MYBL2	APOE	LRP1	CellTalk
56237	MYBL2	DLL3	NOTCH1	CellTalk
56238	MYBL2	DLL3	NOTCH4	CellTalk
56239	MYBL2	DLL3	NOTCH2	CellTalk
56240	MYBL2	DLL3	NOTCH3	CellTalk
56241	MYBL2	FZD5	LRP5	CellChat
56242	MYBL2	FZD5	LRP6	CellChat
56243	MYBL2	ARF6	PLD1	CellTalk
56244	MYBL2	ARF6	SMAP1	CellTalk
56245	MYBL2	PTCH1	SMO	CellChat
56246	MYBL2	CALM2	KCNQ3	CellTalk
56247	MYBL2	CALM2	EGFR	CellTalk
56248	MYBL2	CALM2	KCNQ5	CellTalk
56249	MYBL2	CALM2	GRM7	CellTalk
56250	MYBL2	CALM2	MYLK	CellTalk
56251	MYBL2	CALM2	PDE1A	CellTalk
56252	MYBL2	CALM2	INSR	CellTalk
56253	MYBL2	CALM2	ADCY8	CellTalk
56254	MYBL2	CALM2	PDE1C	CellTalk
56255	MYBL2	CALM2	GP6	CellTalk
56256	MYBL2	CALM2	SCN10A	CellTalk
56257	MYBL2	CALM2	PLPP6	CellTalk
56258	MYBL2	CALM2	AQP6	CellTalk
56259	MYBL2	CALM2	GRM5	CellTalk
56260	MYBL2	CALM2	MYLK2	CellTalk
56261	MYBL2	CALM2	AQP1	CellTalk
56262	MYBL2	CALM2	SCN4A	CellTalk
56263	MYBL2	CALM2	KCNQ1	CellTalk
56264	MYBL2	CALM2	SELL	CellTalk
56265	MYBL2	CALM2	PDE1B	CellTalk
56266	MYBL2	CALM2	TRPC5	CellTalk
56267	MYBL2	CALM2	CACNA1C	CellTalk
56268	MYBL2	HSPA8	LDLR	CellTalk
56269	MYBL2	HSPA8	LRP2	CellTalk
56270	MYBL2	HSPA8	ADRB2	CellTalk
56271	MYBL2	HSP90AA1	ITGB3	CellTalk
56272	MYBL2	HSP90AA1	FGFR3	CellTalk
56273	MYBL2	HSP90AA1	CFTR	CellTalk
56274	MYBL2	HSP90AA1	LRP1	CellTalk
56275	MYBL2	HSP90AA1	ERBB2	CellTalk
56276	MYBL2	HSP90AA1	EGFR	CellTalk
56277	MYBL2	PSEN1	NOTCH4	CellTalk
56278	MYBL2	PSEN1	CD44	CellTalk
56279	MYBL2	PSEN1	NOTCH2	CellTalk
56280	MYBL2	PSEN1	NOTCH3	CellTalk
56281	MYBL2	PSEN1	NOTCH1	CellTalk
56282	MYBL2	PSEN1	NCSTN	CellTalk
56283	MYBL2	PKM	CD44	CellTalk
